order_detail_id,order_id,product_id,quantity,discount,revenue,profit
837,188,22,2,0.33,249.45701571480242,83.29701571480243
838,1699,75,4,0.14,6130.153665930698,2315.1936659306975
839,709,184,4,0.03,1058.3798482312204,445.33984823122034
840,1499,58,3,0.25,2132.7571897350317,283.2571897350315
841,1388,93,2,0.08,4058.791113363716,1149.7511133637158
842,1228,192,1,0.23,536.9774470781094,59.57744707810946
843,212,103,4,0.3,4549.878741630217,1383.0787416302173
844,1645,140,2,0.31,947.757311579483,355.7373115794831
845,276,7,1,0.12,2496.6499049254016,799.1299049254015
846,1097,128,1,0.2,1048.7425967951938,318.34259679519386
847,1703,55,2,0.25,750.5139537324478,279.5139537324479
848,1796,106,4,0.33,3239.2728958071352,939.8328958071353
849,243,62,2,0.3,593.3371169998914,55.73711699989144
850,1811,90,4,0.4,6831.099510376146,2592.699510376146
851,1126,98,3,0.0,7030.983062989379,2233.983062989379
852,987,77,2,0.17,1782.223575327297,784.5635753272973
853,685,183,2,0.1,1479.492904484967,163.692904484967
854,171,119,4,0.05,4623.77878485931,420.9787848593096
855,653,36,4,0.36,4815.732631716894,1815.4126317168937
856,1933,89,2,0.4,2833.9504985641765,441.1504985641768
857,188,152,1,0.07,300.9119869224011,132.58198692240111
858,1465,172,1,0.02,1685.8272951710462,533.3472951710462
859,1110,145,1,0.11,257.61078523836386,38.670785238363855
860,1500,130,3,0.33,1428.888226130043,321.37822613004306
861,52,141,3,0.12,3489.595827667735,1182.2358276677348
862,111,159,4,0.02,8169.62967864607,2254.34967864607
863,1973,93,3,0.02,6485.24232243985,1837.10232243985
864,877,114,1,0.17,1569.6459198070756,447.4859198070758
865,1878,28,2,0.37,615.896531027712,268.13653102771195
866,1067,188,3,0.11,2826.672078717291,637.2720787172909
867,211,155,3,0.17,3485.8662268274893,1473.946226827489
868,1992,143,1,0.04,416.9369691456657,176.93696914566576
869,1224,33,3,0.2,3095.4139188515337,1259.4139188515335
870,1834,20,4,0.28,5799.845032925841,2041.4450329258414
871,858,170,2,0.11,2753.6741052214197,966.5541052214197
872,1776,140,1,0.12,604.3669812970617,226.8469812970617
873,627,101,4,0.34,5417.032222733611,1420.0722227336114
874,1050,23,1,0.0,2197.7373611149237,894.7373611149237
875,1943,200,4,0.25,4620.521018215555,546.5210182155554
876,299,112,2,0.16,2335.517808418583,890.7178084185832
877,1101,14,2,0.12,1527.7383916881915,227.09839168819153
878,924,91,4,0.26,3285.903601829072,624.8636018290722
879,137,153,4,0.33,2823.942214463491,1181.102214463491
880,1044,77,4,0.22,3349.7214186874503,1474.6014186874504
881,440,85,4,0.01,12592.009360707405,5594.689360707405
882,211,109,4,0.18,10307.929863491434,4108.729863491432
883,752,31,4,0.19,5854.4808791841415,2284.000879184141
884,1575,122,2,0.22,5266.431636783917,2261.871636783917
885,435,107,4,0.27,7907.908251415119,2190.5482514151186
886,780,54,3,0.01,4492.3403951737555,1258.010395173756
887,1231,133,2,0.2,600.422512376081,150.82251237608108
888,439,141,1,0.24,1004.5806170558631,340.34061705586305
889,1998,156,2,0.14,5074.582827309558,2243.4628273095573
890,1803,43,1,0.27,1649.4408845281475,369.7508845281476
891,666,89,1,0.09,2149.079128077834,334.5391280778341
892,1066,115,3,0.13,3032.4686635504836,1262.888663550484
893,411,99,4,0.39,7278.335161234104,2586.2151612341036
894,1547,47,4,0.14,10619.601784496605,4345.041784496604
895,806,71,2,0.14,2643.613466986204,1150.653466986204
896,610,166,4,0.24,3093.6376688108257,345.4776688108257
897,427,67,3,0.39,3832.6843362852696,1514.07433628527
898,1299,62,2,0.39,517.0509162427626,48.57091624276254
899,1472,109,2,0.23,4839.698777370977,1929.0987773709774
900,902,167,2,0.0,3657.0042543264854,1591.0042543264854
901,942,37,4,0.36,4167.894944054626,1438.9349440546252
902,1908,119,4,0.23,3747.6943835175457,341.21438351754574
903,742,86,4,0.15,7022.130873719017,2306.3308737190164
904,1393,126,2,0.33,2197.0027977285145,306.2627977285147
905,1962,136,2,0.16,1544.5140583499617,143.39405834996165
906,1244,52,1,0.01,2468.1160850040696,627.7060850040695
907,1601,91,1,0.33,743.7687206842832,141.43872068428323
908,1891,33,4,0.22,4024.0380945069933,1637.2380945069933
909,1256,81,2,0.14,2628.293217386982,314.8932173869821
910,328,42,4,0.1,1279.228426056411,390.028426056411
911,1467,112,4,0.24,4226.175081900294,1611.7750819002936
912,52,126,1,0.08,1508.389980530025,210.26998053002504
913,1910,155,3,0.13,3653.8597799276095,1544.979779927609
914,1967,136,4,0.25,2758.0608184820744,256.0608184820744
915,376,151,3,0.35,2355.7528415162355,797.7028415162354
916,263,106,3,0.21,2864.580881739892,831.1208817398922
917,267,125,2,0.3,1911.5478212684784,230.14782126847857
918,359,113,2,0.31,2751.8970208225683,872.3370208225685
919,1341,64,4,0.27,2035.4586711985341,493.6986711985342
920,1348,123,1,0.1,201.65314935107682,26.153149351076824
921,1945,114,1,0.35,1229.2407805718065,350.4407805718064
922,1932,20,4,0.17,6685.9324685117335,2353.332468511734
923,1690,16,4,0.02,5307.467965568575,1175.787965568575
924,1894,145,1,0.1,260.5052884432893,39.10528844328929
925,1902,19,3,0.31,3437.681962754189,742.5419627541894
926,652,120,4,0.03,6618.409513883194,1236.8495138831947
927,1963,136,3,0.06,2592.57716937315,240.69716937314993
928,1587,166,4,0.28,2930.814633610256,327.2946336102559
929,1653,38,4,0.36,4282.265575750485,1855.3855757504853
930,1445,181,3,0.25,2809.8307454138467,980.5807454138467
931,46,93,3,0.09,6022.01072797986,1705.880727979861
932,1845,105,1,0.02,594.0058949668671,190.24589496686716
933,600,100,4,0.25,6069.622218145943,2166.622218145944
934,720,90,2,0.02,5578.731266807186,2117.371266807186
935,1913,159,2,0.25,3126.1338056043633,862.6338056043635
936,1293,44,4,0.09,2372.368055690212,767.1280556902118
937,601,188,4,0.36,2710.2174237888635,611.0174237888632
938,381,76,4,0.19,1467.7076783280293,518.3876783280291
939,118,145,3,0.09,790.1993749446442,118.61937494464418
940,1590,79,2,0.34,2533.204724186624,901.6847241866241
941,1977,73,2,0.1,4160.9038809286285,1471.7038809286282
942,116,167,2,0.12,3218.163743807307,1400.0837438073072
943,1654,170,4,0.33,4145.981237074946,1455.2612370749464
944,260,176,3,0.12,6281.714229373657,1981.1542293736566
945,1099,140,4,0.16,2307.5830194978716,866.1430194978719
946,1504,96,1,0.14,182.1013161271951,22.141316127195108
947,305,89,1,0.05,2243.5441446966397,349.24414469664
948,7,103,2,0.02,3184.915119141152,968.1551191411521
949,366,146,4,0.29,6817.773576781717,1856.293576781717
950,1658,6,1,0.26,215.77712990367098,87.01712990367099
951,523,122,1,0.11,3004.566767139542,1290.4267671395423
952,1372,171,4,0.12,5942.375207836029,1193.8952078360294
953,1462,116,3,0.38,3040.182089728666,856.5420897286665
954,1239,163,4,0.4,1406.8737145083026,218.8737145083027
955,429,182,4,0.19,6738.281354341984,2587.8413543419842
956,791,62,3,0.32,864.5769419141275,81.21694191412752
957,1522,197,2,0.29,2400.5883560017865,520.5083560017868
958,1564,144,2,0.12,2405.8093534772092,279.72935347720943
959,747,136,2,0.02,1801.9330680749551,167.29306807495527
960,367,89,3,0.06,6659.783671625815,1036.7036716258156
961,313,96,1,0.34,139.75217284180087,16.992172841800897
962,538,126,3,0.29,3492.2507157923405,486.82071579234054
963,921,90,4,0.27,8311.171070957644,3154.451070957645
964,1078,86,3,0.05,5886.1979382644695,1933.2479382644697
965,1565,159,1,0.26,1542.2260107648192,425.56601076481934
966,1491,138,1,0.31,941.2578420687995,221.5878420687996
967,865,184,4,0.34,720.1347420954694,303.0147420954695
968,1188,121,2,0.01,4176.378059151689,1125.1980591516885
969,782,76,1,0.27,330.6872238208214,116.79722382082137
970,334,92,1,0.01,1025.116916515271,156.8869165152709
971,1571,70,1,0.28,97.77683293308924,13.536832933089247
972,798,148,4,0.25,5382.79158638304,2340.7915863830403
973,348,133,1,0.06,352.7482260209476,88.60822602094763
974,273,23,2,0.31,3032.8775583385946,1234.7375583385947
975,963,137,4,0.03,5105.313190646796,1527.953190646796
976,720,58,2,0.33,1270.175392997752,168.6953929977521
977,1774,187,1,0.1,1032.424855446584,280.9248554465838
978,1438,182,1,0.28,1497.395856520441,575.0758565204409
979,500,46,2,0.37,2524.0797842266416,1029.7197842266417
980,1117,22,4,0.14,640.3971149693435,213.8371149693436
981,685,192,4,0.2,2231.5945852596756,247.59458525967568
982,79,8,2,0.19,1312.5417850770675,526.8417850770675
983,622,123,1,0.06,210.615511544458,27.315511544458012
984,1241,20,3,0.24,4591.543984399625,1616.1439843996245
985,947,179,2,0.3,3394.5408573946474,1430.3408573946474
986,358,78,2,0.37,2372.6676015437865,1003.0476015437865
987,618,39,2,0.34,2194.9343529850184,601.6943529850186
988,507,37,1,0.2,1302.4671700170704,449.6671700170704
989,1583,178,4,0.29,7590.711981665703,3367.631981665703
990,1205,162,1,0.32,1420.085211354027,575.5252113540272
991,576,75,2,0.2,2851.2342632235805,1076.8342632235804
992,1270,118,1,0.05,2942.0774330139307,1301.4274330139306
993,244,104,1,0.18,1314.1098007925468,549.8698007925468
994,506,161,2,0.34,949.0761840465874,196.67618404658748
995,422,31,1,0.24,1373.273292648132,535.7532926481318
996,1344,123,3,0.29,477.2457867975485,61.895786797548475
997,1111,54,1,0.07,1406.6924469736002,393.92244697360036
998,217,172,1,0.39,1049.341479647284,331.98147964728383
999,1514,34,4,0.16,1204.6911113992203,347.8911113992204
1000,1543,199,4,0.26,6581.225540713341,2434.2655407133407
1001,1302,122,2,0.01,6684.31707745651,2870.8370774565096
1002,1873,113,2,0.05,3788.843724320928,1201.0437243209276
1003,1746,62,4,0.31,1169.721744942643,109.88174494264312
1004,1009,23,3,0.39,4021.8593708403105,1637.3693708403105
1005,1193,46,1,0.13,1742.8169938707763,710.9969938707762
1006,330,56,3,0.01,2408.7868058844897,822.8068058844897
1007,650,135,3,0.14,4197.927229729448,1594.7072297294483
1008,1465,118,4,0.01,12263.817510247542,5424.897510247542
1009,391,189,2,0.08,3265.7941765532196,987.8741765532193
1010,1520,131,1,0.3,1566.4560078543036,430.3560078543037
1011,381,166,2,0.37,1282.231402204487,143.191402204487
1012,1330,162,3,0.03,6077.129360353263,2462.9093603532638
1013,742,113,3,0.22,4666.260165742617,1479.1801657426163
1014,820,44,2,0.1,1173.1490385281268,379.34903852812675
1015,673,128,2,0.06,2464.5451024687054,748.1051024687055
1016,513,108,4,0.09,2960.6998946217673,987.8198946217673
1017,1772,158,2,0.23,1979.2701020521124,251.39010205211238
1018,949,17,2,0.03,2433.507197742717,542.0071977427168
1019,1212,59,4,0.17,5522.9591165405145,738.8391165405151
1020,930,138,2,0.05,2591.869420189448,610.1694201894483
1021,1540,99,3,0.11,7964.407737907811,2829.9977379078105
1022,913,84,2,0.08,2586.965858648862,875.7658586488621
1023,644,146,1,0.35,1560.4059242634212,424.8559242634212
1024,427,45,3,0.28,1507.0548654389438,265.05486543894386
1025,502,108,4,0.35,2114.785639015548,705.585639015548
1026,730,187,3,0.15,2925.203757098654,795.953757098654
1027,1284,62,4,0.13,1474.8665479711588,138.54654797115873
1028,1537,59,1,0.15,1414.0106171865775,189.16061718657767
1029,71,177,1,0.01,1362.2107039135262,418.74070391352626
1030,478,191,3,0.29,2258.512848887743,927.2628488877431
1031,1202,160,2,0.14,2337.9982013365084,951.6782013365082
1032,457,138,3,0.13,3560.410098260242,838.1800982602421
1033,189,11,3,0.24,1631.019165370463,452.25916537046305
1034,291,102,1,0.17,1823.445077982013,601.685077982013
1035,1544,70,4,0.39,331.3548227176913,45.87482271769134
1036,1789,123,3,0.14,578.0723614730869,74.97236147308689
1037,920,190,2,0.25,2259.865201617585,261.8652016175853
1038,292,175,1,0.12,1831.2369938101624,402.99699381016245
1039,1970,34,3,0.4,645.3702382495824,186.37023824958237
1040,756,101,3,0.18,5047.689116638138,1323.249116638138
1041,1659,145,2,0.25,434.1754807388155,65.17548073881548
1042,1835,104,3,0.05,4567.332844217997,1911.1328442179977
1043,1307,182,3,0.29,4429.796075539638,1701.2660755396378
1044,1568,40,3,0.11,7004.759710838581,3042.47971083858
1045,1870,19,3,0.18,4085.361173128167,882.4411731281673
1046,377,67,2,0.35,2722.6719328802465,1075.5719328802465
1047,1682,82,3,0.39,5170.96685403157,1875.1368540315698
1048,1180,181,3,0.17,3109.5460249246566,1085.1760249246568
1049,508,64,3,0.33,1401.1205236674841,339.84052366748415
1050,1437,83,1,0.02,1159.2791748215086,134.19917482150862
1051,528,47,2,0.34,4074.963475446371,1667.283475446371
1052,1379,6,1,0.25,218.6930370645314,88.19303706453141
1053,559,16,1,0.2,1083.1567276670562,239.95672766705613
1054,1787,200,2,0.36,1971.4223011053036,233.18230110530362
1055,1211,146,1,0.34,1584.412169252089,431.3921692520891
1056,1055,180,1,0.12,867.3822383033688,258.4222383033688
1057,260,176,1,0.32,1618.0173015053356,510.2973015053357
1058,421,171,2,0.04,3241.295567910561,651.2155679105615
1059,1553,39,3,0.33,3342.286401136278,916.2164011362783
1060,1575,177,4,0.27,4017.8335913409055,1235.0735913409058
1061,304,113,4,0.04,7657.452579680191,2427.372579680191
1062,942,140,2,0.27,1002.6997644246705,376.3597644246705
1063,1968,138,4,0.23,4201.556744307106,989.1167443071056
1064,1063,71,2,0.24,2336.2165522203663,1016.8565522203662
1065,1513,110,2,0.12,1109.9056416356786,358.3856416356786
1066,1668,55,4,0.11,1781.2197835250097,663.3797835250097
1067,542,129,1,0.31,613.3083813435716,206.20838134357155
1068,1694,49,3,0.1,2153.1380285377495,371.1380285377491
1069,1302,164,4,0.18,6149.626723718833,721.2267237188327
1070,1227,21,4,0.28,3177.4799904734905,980.0399904734905
1071,1090,37,4,0.03,6316.965774582791,2180.8857745827913
1072,108,116,4,0.24,4968.899759556531,1399.9397595565301
1073,268,24,2,0.24,1700.729891377363,471.04989137736294
1074,222,55,2,0.27,730.5002482995826,272.0602482995826
1075,1828,25,3,0.15,6790.068736288991,2648.8687362889905
1076,1554,135,3,0.18,4002.674800439707,1520.5348004397065
1077,1114,127,4,0.13,4872.045074236352,546.4050742363522
1078,693,93,4,0.32,5999.952080624623,1699.632080624623
1079,255,94,4,0.05,1643.1540244214832,651.3540244214831
1080,1479,71,3,0.39,2812.6817701074146,1224.2417701074146
1081,253,199,4,0.25,6670.1610209932505,2467.1610209932505
1082,257,122,1,0.35,2194.346515326632,942.446515326632
1083,383,24,3,0.17,2786.064098374759,771.654098374759
1084,442,11,1,0.13,622.3625762597819,172.57257625978195
1085,1882,73,4,0.36,5917.729963987383,2093.0899639873824
1086,599,12,2,0.04,1240.144396609002,383.824396609002
1087,1114,35,1,0.05,2632.876019875404,1120.4760198754038
1088,1773,191,3,0.12,2799.2835310157943,1149.2835310157943
1089,390,196,1,0.38,1191.7112891519384,272.87128915193836
1090,582,185,3,0.25,7084.944511337725,2922.4445113377246
1091,1068,141,4,0.22,4124.067796334596,1397.1877963345958
1092,1736,23,1,0.28,1582.370900002745,644.210900002745
1093,1688,83,2,0.17,1963.6769695956166,227.31696959561665
1094,598,167,1,0.3,1279.9514890142698,556.8514890142699
1095,19,88,2,0.16,341.25126593258796,82.53126593258797
1096,1125,80,3,0.33,678.6813722967372,250.5513722967373
1097,1938,97,4,0.11,777.7335817189556,229.4935817189556
1098,607,140,4,0.11,2444.9391516108403,917.6991516108405
1099,1790,34,2,0.21,566.4916535746335,163.59165357463343
1100,1381,199,3,0.17,5536.2336474243975,2047.7436474243978
1101,1566,75,4,0.26,5274.783386963623,1992.1433869636235
1102,1785,159,3,0.15,5314.427469527417,1466.477469527418
1103,1962,128,2,0.09,2385.889407709066,724.229407709066
1104,33,190,2,0.19,2440.6544177469923,282.81441774699215
1105,1994,141,1,0.22,1031.016949083649,349.29694908364894
1106,1253,31,4,0.06,6794.088921522336,2650.568921522336
1107,1548,130,4,0.22,2217.975753992903,498.8557539929027
1108,1654,103,1,0.13,1413.712323292246,429.7423232922461
1109,862,15,2,0.16,2089.1429499203464,345.30294992034635
1110,155,57,2,0.11,2659.8320863102886,789.0520863102884
1111,1447,75,2,0.37,2245.3469822885695,848.0069822885695
1112,905,34,2,0.27,523.4669710246612,151.16697102466125
1113,1270,103,3,0.1,4387.383072286281,1333.683072286281
1114,405,196,4,0.26,5689.460348209254,1302.740348209254
1115,844,75,4,0.34,4704.536534318907,1776.7765343189071
1116,1783,29,2,0.16,792.8909578438889,147.770957843889
1117,1565,194,2,0.33,788.8711958545193,338.6311958545194
1118,1185,16,2,0.06,2545.418310017582,563.8983100175818
1119,747,167,4,0.33,4900.38570079749,2131.94570079749
1120,1726,77,4,0.22,3349.7214186874503,1474.6014186874504
1121,1141,37,2,0.09,2963.112811788835,1022.9928117888352
1122,271,81,3,0.16,3850.755178962322,461.35517896232255
1123,770,149,1,0.4,1662.9048660666692,660.3048660666692
1124,1716,172,1,0.31,1186.9600343551242,375.5200343551243
1125,1511,124,1,0.23,1031.9084176068961,99.43841760689607
1126,1909,19,4,0.05,6310.720511336193,1363.1205113361932
1127,172,199,4,0.17,7381.64486323253,2730.3248632325303
1128,1974,102,1,0.11,1955.2603848240863,645.1803848240863
1129,274,136,1,0.03,891.7729979758707,82.79299797587072
1130,259,77,3,0.22,2512.291064015588,1105.9510640155877
1131,1159,194,4,0.36,1507.0972099907237,646.9372099907237
1132,1707,41,4,0.27,2748.4987775065706,447.5387775065705
1133,1746,198,1,0.1,1868.2124881485556,175.31248814855562
1134,1772,61,3,0.23,3157.3370613520306,1380.9470613520305
1135,422,26,3,0.38,5136.476589129756,1455.5365891297558
1136,1445,71,1,0.29,1091.2590474187236,474.97904741872367
1137,1210,103,1,0.28,1169.9688192763415,355.6488192763416
1138,1953,70,4,0.39,331.3548227176913,45.87482271769134
1139,364,107,1,0.32,1841.5676749870822,510.1276749870824
1140,1979,157,2,0.05,2601.4670700089996,995.9670700089996
1141,1631,107,3,0.14,6987.124413921578,1935.4844139215775
1142,378,103,1,0.39,991.2235829980116,301.3135829980116
1143,1547,194,2,0.2,941.9357562442024,404.3357562442023
1144,580,19,3,0.04,4782.861861223219,1033.10186122322
1145,891,68,2,0.18,4017.1925881732304,1480.1125881732303
1146,722,186,2,0.28,464.23578288418867,137.35578288418867
1147,1220,70,1,0.4,81.4806941109077,11.280694110907705
1148,881,113,3,0.13,5204.67480025138,1649.8548002513796
1149,1122,57,2,0.21,2360.974548522616,700.3945485226155
1150,605,165,4,0.35,1281.2561686490667,345.2561686490667
1151,22,61,3,0.14,3526.3764581334367,1542.3564581334367
1152,1474,92,4,0.04,3976.2110701198385,608.5310701198387
1153,1196,30,1,0.38,116.83541102429048,16.39541102429048
1154,383,199,4,0.2,7114.838422392801,2631.6384223928007
1155,134,153,3,0.2,2528.903475638948,1057.7034756389473
1156,1450,127,2,0.25,2100.019428550152,235.51942855015182
1157,1049,193,2,0.0,1732.0974143981007,430.0974143981007
1158,503,115,3,0.37,2195.9255839503503,914.5055839503503
1159,1209,6,2,0.14,501.536031667992,202.25603166799203
1160,1109,18,4,0.16,4670.400586797786,1774.0805867977863
1161,1591,10,2,0.07,1224.607400776206,156.96740077620618
1162,1787,92,2,0.15,1760.3017758343035,269.4017758343036
1163,144,139,4,0.32,489.2719113411462,200.95191134114629
1164,1887,193,4,0.32,2355.6524835814166,584.9324835814168
1165,1934,77,4,0.37,2705.5442227860176,1191.0242227860176
1166,1703,101,1,0.16,1723.6011617788763,451.84116177887637
1167,1436,84,4,0.28,4049.163952667784,1370.763952667784
1168,224,193,4,0.2,2771.355863036961,688.1558630369611
1169,220,52,1,0.32,1695.2716543462293,431.1516543462295
1170,179,195,2,0.29,3219.093135549222,1225.413135549222
1171,1655,31,4,0.15,6143.591046057431,2396.7910460574317
1172,433,145,3,0.13,755.465336485539,113.40533648553894
1173,265,183,4,0.1,2958.985808969934,327.385808969934
1174,954,110,4,0.23,1942.3348728624376,627.1748728624375
1175,429,93,1,0.39,1345.5774886694926,381.1674886694927
1176,1686,164,3,0.08,5174.685901665846,606.885901665847
1177,416,154,2,0.04,2668.398424384739,913.518424384739
1178,1477,53,2,0.05,3232.741195685958,831.1411956859581
1179,727,145,3,0.31,599.1621634195653,89.94216341956536
1180,197,86,4,0.14,7104.74417811571,2333.4641781157106
1181,1578,153,1,0.09,958.8759011797675,401.04590117976755
1182,1077,2,3,0.14,2073.8244243350414,334.9044243350416
1183,480,86,3,0.26,4585.038394016535,1505.8983940165342
1184,1467,133,2,0.22,585.411949566679,147.05194956667904
1185,1354,4,1,0.3,705.1323797054727,259.9323797054727
1186,1275,164,3,0.14,4837.206386339813,567.3063863398135
1187,1831,6,1,0.18,239.10438719055435,96.42438719055436
1188,890,149,4,0.04,10642.591142826683,4225.951142826683
1189,1807,118,2,0.03,6008.031810575816,2657.651810575816
1190,1991,89,4,0.18,7746.131362742084,1205.8113627420835
1191,925,154,1,0.12,1223.0159445096722,418.6959445096721
1192,123,183,4,0.25,2465.821507474945,272.82150747494495
1193,1903,167,2,0.02,3583.8641692399556,1559.1841692399555
1194,1411,161,1,0.05,683.0472536698925,141.5472536698925
1195,1363,14,3,0.35,1692.6646953363484,251.61469533634857
1196,778,56,4,0.23,2498.0011320283597,853.2811320283597
1197,348,81,2,0.28,2200.4315308356126,263.6315308356129
1198,29,149,3,0.34,5487.586058020008,2179.0060580200084
1199,975,46,2,0.19,3245.245436862825,1323.9254368628249
1200,35,144,1,0.3,956.8559928602537,111.25599286025374
1201,1542,16,1,0.21,1069.617268571218,236.95726857121792
1202,1420,120,4,0.09,6209.023358385265,1160.3433583852652
1203,623,84,2,0.14,2418.250693954371,818.650693954371
1204,1318,157,2,0.2,2190.709111586526,838.709111586526
1205,589,8,2,0.13,1409.7671024901836,565.8671024901835
1206,1373,88,1,0.13,176.71940557223306,42.73940557223306
1207,1171,131,4,0.13,7787.524153332824,2139.484153332824
1208,1091,19,2,0.05,3155.3602556680967,681.5602556680966
1209,904,97,2,0.03,423.8211091389814,125.06110913898142
1210,520,66,3,0.02,2007.3897309244828,875.4897309244831
1211,122,79,2,0.04,3684.661416998726,1311.541416998726
1212,340,86,4,0.14,7104.74417811571,2333.4641781157106
1213,175,124,3,0.24,3055.5210287580817,294.44102875808187
1214,1924,150,3,0.08,4979.187111915744,1093.1071119157436
1215,1715,46,3,0.36,3846.216814059644,1569.0968140596442
1216,597,113,1,0.32,1356.0072276517003,429.8472276517004
1217,451,91,3,0.21,2630.943086599629,500.3130865996288
1218,557,141,2,0.29,1876.9795739727967,635.8995739727967
1219,1160,33,1,0.15,1096.2924295932514,446.04242959325137
1220,1879,133,1,0.01,371.51142953270016,93.32142953270017
1221,1040,77,1,0.36,687.1223422948616,302.4823422948616
1222,1357,155,1,0.05,1329.9489620426161,562.3489620426162
1223,1219,121,1,0.38,1307.7547457949731,352.3347457949732
1224,1520,128,1,0.23,1009.4147494153741,306.40474941537406
1225,9,78,1,0.12,1657.1011820305812,700.5411820305811
1226,1852,152,3,0.2,776.5470630255513,342.1470630255513
1227,334,67,4,0.2,6701.961680935991,2647.5616809359913
1228,1357,115,2,0.01,2300.493468900367,958.053468900367
1229,1017,63,2,0.14,2879.026314646384,422.8663146463838
1230,327,113,3,0.3,4187.669379512604,1327.4693795126043
1231,15,94,3,0.2,1037.781489108305,411.3814891083052
1232,839,48,1,0.1,2360.637734614419,1025.9377346144192
1233,1638,191,4,0.13,3689.9646545208197,1514.9646545208197
1234,226,12,1,0.35,419.84055093533925,129.94055093533922
1235,1449,156,3,0.21,6992.303081816076,3091.2830818160764
1236,1814,172,1,0.21,1358.983227739925,429.94322773992496
1237,1432,171,2,0.38,2093.3367209422377,420.5767209422376
1238,113,145,2,0.13,503.64355765702595,75.60355765702596
1239,1452,40,1,0.19,2125.0394628386707,922.9994628386704
1240,1,177,4,0.32,3742.6395097422132,1150.4795097422134
1241,266,85,1,0.3,2225.8602405290867,988.9602405290867
1242,1515,57,1,0.11,1329.9160431551443,394.5260431551442
1243,1232,87,4,0.06,5510.644767529031,1660.4047675290315
1244,1646,84,4,0.28,4049.163952667784,1370.763952667784
1245,1736,192,4,0.1,2510.5439084171353,278.5439084171351
1246,952,185,2,0.37,3967.568926349126,1636.5689263491258
1247,1393,121,1,0.05,2003.8177556535877,539.8677556535879
1248,306,74,3,0.13,5526.570519759724,2138.7905197597242
1249,12,107,4,0.02,10616.096008749064,2940.7360087490633
1250,1369,124,4,0.28,3859.6055100102085,371.92551001020865
1251,1489,198,1,0.36,1328.506658238973,124.66665823897289
1252,1724,100,3,0.25,4552.216663609457,1624.966663609458
1253,1690,43,1,0.38,1400.8949978184266,314.03499781842675
1254,1518,119,1,0.05,1155.9446962148274,105.2446962148274
1255,1392,23,4,0.04,8439.311466681307,3435.791466681307
1256,1870,155,4,0.34,3695.8581682026384,1562.7381682026387
1257,937,186,2,0.34,425.5494676438396,125.9094676438396
1258,420,37,3,0.33,3272.4487646678895,1129.7887646678892
1259,889,134,3,0.32,1698.4094064115282,539.6894064115285
1260,1815,65,4,0.14,9165.26727419962,3661.267274199619
1261,171,134,4,0.09,3030.495215361747,962.9752153617469
1262,134,178,4,0.37,6735.420490773793,2988.180490773793
1263,965,22,3,0.12,491.46755334856607,164.107553348566
1264,1451,105,2,0.16,1018.2958199432007,326.13581994320083
1265,1049,88,3,0.28,438.75162762761306,106.1116276276131
1266,1554,153,4,0.12,3709.058430937123,1551.298430937123
1267,1214,125,4,0.33,3659.24868642823,440.56868642823036
1268,1165,79,2,0.03,3723.0433067591293,1325.2033067591294
1269,1579,90,1,0.32,1935.4781946065746,734.5981946065747
1270,1870,200,1,0.24,1170.531991281274,138.45199128127402
1271,1820,51,3,0.23,6258.4365496947985,1887.9165496947978
1272,658,176,1,0.18,1951.1385106387875,615.3585106387873
1273,1339,102,1,0.11,1955.2603848240863,645.1803848240863
1274,1468,198,3,0.19,5044.1737180011005,473.3437180011002
1275,1343,106,4,0.18,3964.4832456147033,1150.243245614703
1276,1465,193,1,0.23,666.8575045432688,165.58750454326878
1277,1116,60,4,0.11,513.7596987485665,47.39969874856653
1278,179,46,3,0.03,5829.422358809148,2378.1623588091484
1279,1080,36,4,0.06,7073.107302834187,2666.3873028341873
1280,1179,186,4,0.28,928.4715657683773,274.71156576837734
1281,1696,166,3,0.01,3022.4025909105762,337.52259091057647
1282,111,11,4,0.34,1888.5485072710624,523.6685072710624
1283,137,12,1,0.28,465.0541487283757,143.93414872837573
1284,232,170,1,0.31,1067.4354677543704,374.6754677543705
1285,992,39,1,0.33,1114.095467045426,305.4054670454261
1286,468,199,1,0.05,2112.2176566478624,781.2676566478626
1287,732,139,4,0.33,482.07673617436467,197.9967361743647
1288,481,36,1,0.2,1504.9164474115294,567.3164474115292
1289,1092,52,4,0.35,6481.921031323819,1648.5210313238188
1290,814,31,2,0.35,2349.0201058454886,916.4201058454887
1291,1273,33,4,0.01,5107.43296610503,2078.03296610503
1292,994,141,1,0.15,1123.5441111808996,380.6441111808995
1293,323,146,2,0.21,3792.986708209547,1032.7267082095468
1294,922,169,3,0.27,6753.128930697274,2686.2989306972736
1295,904,58,4,0.11,3374.4958202029834,448.17582020298323
1296,1542,184,1,0.1,245.50048025981917,103.30048025981917
1297,2000,152,1,0.15,275.0270848215494,121.17708482154941
1298,1816,128,1,0.2,1048.7425967951938,318.34259679519386
1299,1456,31,3,0.38,3360.905689902007,1311.185689902007
1300,1511,55,2,0.3,700.4796901502847,260.87969015028466
1301,606,10,2,0.17,1092.9291856389796,140.0891856389797
1302,429,188,1,0.02,1037.5051075441743,233.9051075441742
1303,1293,130,4,0.07,2644.5095528376914,594.7895528376916
1304,1733,15,1,0.18,1019.7007255563597,168.54072555635955
1305,1561,3,1,0.33,397.6633643829936,167.85336438299365
